Probe	Ensembl	chromosome_name
ADAP1_IL3034987	ENSG00000105963	7
TFEC_IL3069082	ENSG00000105967	7
H2AFV_IL3048869	ENSG00000105968	7
CAV2_IL3020273	ENSG00000105971	7
CAV1_IL3020302	ENSG00000105974	7
RNF32_IL3033728	ENSG00000105982	7
LMBR1_IL3081624	ENSG00000105983	7
HOXA1_IL3042730	ENSG00000105991	7
DNAJB6_IL3034027	ENSG00000105993	7
HOXA2_IL3042756	ENSG00000105996	7
LFNG_IL2987544	ENSG00000106003	7
HOXA5_IL3042849	ENSG00000106004	7
IQCE_IL2987578	ENSG00000106012	7
VIPR2_IL3082373	ENSG00000106018	7
SSBP1_IL3027915	ENSG00000106028	7
HIBADH_IL3043165	ENSG00000106049	7
TAX1BP1_IL2994342	ENSG00000106052	7
CPVL_IL3043648	ENSG00000106066	7
CHN2_IL2994835	ENSG00000106069	7
GRB10_IL3050462	ENSG00000106070	7
ABHD11_IL3056264	ENSG00000106077	7
COBL_IL3050609	ENSG00000106078	7
FKBP14_IL3043936	ENSG00000106080	7
PLEKHA8_IL2995189	ENSG00000106086	7
STX1A_IL3056226	ENSG00000106089	7
NOD1_IL3044072	ENSG00000106100	7
GARS_IL2995420	ENSG00000106105	7
CRHR2_IL3044283	ENSG00000106113	7
EPHB6_IL3028858	ENSG00000106123	7
CASP2_IL3029030	ENSG00000106144	7
HSPB1_IL3009399	ENSG00000106211	7
NPTX2_IL3014347	ENSG00000106236	7
PDAP1_IL3063245	ENSG00000106244	7
BUD31_IL3014742	ENSG00000106245	7
CPSF4_IL3014764	ENSG00000106246	7
CYP3A5_IL3063406	ENSG00000106258	7
ZKSCAN1_IL3015147	ENSG00000106261	7
EIF3B_IL2987441	ENSG00000106263	7
SNX8_IL3035702	ENSG00000106266	7
NUDT1_IL2987410	ENSG00000106268	7
TAF6_IL3063727	ENSG00000106290	7
WASL_IL3070712	ENSG00000106299	7
AIMP2_IL2988882	ENSG00000106305	7
TFR2_IL3064158	ENSG00000106327	7
FSCN3_IL3022422	ENSG00000106328	7
MOSPD3_IL3015706	ENSG00000106330	7
PCOLCE_IL3015682	ENSG00000106333	7
FBXO24_IL3015655	ENSG00000106336	7
RBM28_IL3071636	ENSG00000106344	7
IMPDH1_IL3071700	ENSG00000106348	7
AGFG2_IL3015603	ENSG00000106351	7
LSM5_IL3044753	ENSG00000106355	7
SERPINE1_IL3016148	ENSG00000106366	7
AP1S1_IL3016177	ENSG00000106367	7
C1GALT1_IL2989435	ENSG00000106392	7
PLOD3_IL3064541	ENSG00000106397	7
RPA3_IL3037944	ENSG00000106399	7
ZNHIT1_IL3016211	ENSG00000106400	7
CLDN15_IL3064574	ENSG00000106404	7
PHF14_IL2990043	ENSG00000106443	7
NRF1_IL3023565	ENSG00000106459	7
TMEM106B_IL2990342	ENSG00000106460	7
EZH2_IL3078348	ENSG00000106462	7
ZNF862_IL3030873	ENSG00000106479	7
MEST_IL3024025	ENSG00000106484	7
ANKMY2_IL3039731	ENSG00000106524	7
ACTR3C_IL3078948	ENSG00000106526	7
TSPAN13_IL2991150	ENSG00000106537	7
RARRES2_IL3079005	ENSG00000106538	7
AHR_IL2991233	ENSG00000106546	7
CHCHD3_IL3073597	ENSG00000106554	7
GIMAP2_IL3031556	ENSG00000106560	7
GLI3_IL3047660	ENSG00000106571	7
PSMA2_IL3047963	ENSG00000106588	7
MRPL32_IL2999303	ENSG00000106591	7
BLVRA_IL2999544	ENSG00000106605	7
URGCP_IL3048227	ENSG00000106608	7
RHEB_IL3079756	ENSG00000106615	7
PRKAG2_IL3079803	ENSG00000106617	7
AEBP1_IL2999755	ENSG00000106624	7
POLD2_IL3048413	ENSG00000106628	7
GCK_IL3048468	ENSG00000106633	7
BCL7B_IL3056108	ENSG00000106635	7
YKT6_IL2999816	ENSG00000106636	7
TBL2_IL3056131	ENSG00000106638	7
CLIP2_IL3008220	ENSG00000106665	7
EIF4H_IL3008144	ENSG00000106682	7
LIMK1_IL3008108	ENSG00000106683	7
FKTN_IL3183305	ENSG00000106692	9
FSD1L_IL3183238	ENSG00000106701	9
SPIN1_IL3178416	ENSG00000106723	9
PRUNE2_IL3210497	ENSG00000106772	9
MEGF9_IL3223551	ENSG00000106780	9
CORO2A_IL3217167	ENSG00000106789	9
TGFBR1_IL3181728	ENSG00000106799	9
C5_IL3223776	ENSG00000106804	9
TLE4_IL3176209	ENSG00000106829	9
PTGR1_IL3220673	ENSG00000106853	9
SUSD1_IL3220846	ENSG00000106868	9
AKNA_IL3221916	ENSG00000106948	9
TNFSF8_IL3222144	ENSG00000106952	9
DNM1_IL3190242	ENSG00000106976	9
ENG_IL3226097	ENSG00000106991	9
AK1_IL3226138	ENSG00000106992	9
CDC37L1_IL3160735	ENSG00000106993	9
RLN2_IL3197498	ENSG00000107014	9
RLN1_IL3197509	ENSG00000107018	9
TBC1D13_IL3190737	ENSG00000107021	9
KIAA1432_IL3161167	ENSG00000107036	9
KDM4C_IL3161566	ENSG00000107077	9
DOCK8_IL3159330	ENSG00000107099	9
KANK1_IL3159483	ENSG00000107104	9
NCS1_IL3191352	ENSG00000107130	9
TESK1_IL3167994	ENSG00000107140	9
FUBP3_IL3191589	ENSG00000107164	9
CREB3_IL3168102	ENSG00000107175	9
RGP1_IL3168136	ENSG00000107185	9
DDX58_IL3203086	ENSG00000107201	9
EDF1_IL3230490	ENSG00000107223	9
PIP5K1B_IL3173673	ENSG00000107242	9
GLIS3_IL3197014	ENSG00000107249	9
SPINK4_IL3166815	ENSG00000107262	9
RAPGEF1_IL3227696	ENSG00000107263	9
NPDC1_IL3230697	ENSG00000107281	9
APBA1_IL3208765	ENSG00000107282	9
SETX_IL3228007	ENSG00000107290	9
PTGDS_IL3195034	ENSG00000107317	9
ABCA2_IL3230610	ENSG00000107331	9
SHB_IL3205659	ENSG00000107338	9
UBE2R2_IL3167220	ENSG00000107341	9
EXOSC3_IL3205586	ENSG00000107371	9
ZFAND5_IL3209623	ENSG00000107372	9
DVL1_IL2391425	ENSG00000107404	1
PDLIM1_IL3301218	ENSG00000107438	10
CCNJ_IL3259400	ENSG00000107443	10
DNTT_IL3259503	ENSG00000107447	10
GATA3_IL3234277	ENSG00000107485	10
HPS1_IL3302805	ENSG00000107521	10
PHYH_IL3278198	ENSG00000107537	10
RASSF4_IL3244488	ENSG00000107551	10
DNMBP_IL3303165	ENSG00000107554	10
RAB11FIP2_IL3308864	ENSG00000107560	10
ERLIN1_IL3303255	ENSG00000107566	10
EIF3A_IL3309215	ENSG00000107581	10
PKD2L1_IL3303407	ENSG00000107593	10
CUBN_IL3279698	ENSG00000107611	10
TRDMT1_IL3279857	ENSG00000107614	10
GDF10_IL3287789	ENSG00000107623	
DDX50_IL3250019	ENSG00000107625	10
MAPK8_IL3245682	ENSG00000107643	10
SEC23IP_IL3267455	ENSG00000107651	10
ATE1_IL3310413	ENSG00000107669	10
NSMCE4A_IL3310479	ENSG00000107672	10
PLEKHA1_IL3268274	ENSG00000107679	10
UNC5B_IL3250990	ENSG00000107731	10
CDH23_IL3251068	ENSG00000107736	10
C10orf54_IL3293724	ENSG00000107738	10
SPOCK2_IL3293840	ENSG00000107742	10
PPP3CB_IL3294499	ENSG00000107758	10
BMPR1A_IL3256074	ENSG00000107779	10
MINPP1_IL3256560	ENSG00000107789	10
ACTA2_IL3299504	ENSG00000107796	10
LIPA_IL3299585	ENSG00000107798	10
C10orf2_IL3260937	ENSG00000107815	10
LZTS2_IL3260957	ENSG00000107816	10
SFXN3_IL3260985	ENSG00000107819	10
KAZALD1_IL3261009	ENSG00000107821	10
NPM3_IL3304004	ENSG00000107833	10
TNKS2_IL3257850	ENSG00000107854	10
GBF1_IL3261544	ENSG00000107862	10
ARHGAP21_IL3281621	ENSG00000107863	10
CPEB3_IL3300242	ENSG00000107864	10
CUEDC2_IL3304355	ENSG00000107874	10
SUFU_IL3261765	ENSG00000107882	10
ANKRD26_IL3282117	ENSG00000107890	10
ACBD5_IL3282268	ENSG00000107897	10
LHPP_IL3269065	ENSG00000107902	10
LARP4B_IL3273484	ENSG00000107929	10
GTPBP4_IL3231774	ENSG00000107937	10
BCCIP_IL3269662	ENSG00000107949	10
MTPAP_IL3283378	ENSG00000107951	10
SH3PXD2A_IL3304853	ENSG00000107957	10
PITRM1_IL3274173	ENSG00000107959	10
OBFC1_IL3305017	ENSG00000107960	10
GLRX3_IL3271018	ENSG00000108010	10
XPNPEP1_IL3306299	ENSG00000108039	10
SMC3_IL3263790	ENSG00000108055	10
SHOC2_IL3264004	ENSG00000108061	10
TFAM_IL3247784	ENSG00000108064	10
CCDC6_IL3290785	ENSG00000108091	10
CUL2_IL3284882	ENSG00000108094	10
CCNY_IL3242425	ENSG00000108100	10
RPL28_IL3842141	ENSG00000108107	19
ZMIZ1_IL3253683	ENSG00000108175	10
PPIF_IL3253880	ENSG00000108179	10
PBLD_IL3292590	ENSG00000108187	10
TSPAN14_IL3254521	ENSG00000108219	10
CRYBA1_IL3715997	ENSG00000108255	17
NUFIP2_IL3751463	ENSG00000108256	17
GIT1_IL3751541	ENSG00000108262	17
TADA2A_IL3719474	ENSG00000108264	
AATF_IL3719362	ENSG00000108270	
DHRS11_IL3719210	ENSG00000108272	
ZNHIT3_IL3719112	ENSG00000108278	
MLLT6_IL3719883	ENSG00000108292	
PSMB3_IL3719962	ENSG00000108294	
CWC25_IL3755396	ENSG00000108296	
FBXL20_IL3755655	ENSG00000108306	17
RUNDC3A_IL3722872	ENSG00000108309	17
UBTF_IL3758967	ENSG00000108312	17
PSMD3_IL3720636	ENSG00000108344	17
MSL1_IL3720739	ENSG00000108349	17
RAPGEFL1_IL3720817	ENSG00000108352	17
RGS9_IL3731543	ENSG00000108370	17
RNF43_IL3764399	ENSG00000108375	17
WNT3_IL3760490	ENSG00000108379	17
RAD51C_IL3728776	ENSG00000108384	17
SEPT4_IL3764527	ENSG00000108387	17
MTMR4_IL3764471	ENSG00000108389	17
TRIM37_IL3764680	ENSG00000108395	17
P2RX1_IL3741769	ENSG00000108405	17
DHX40_IL3729123	ENSG00000108406	17
TUBD1_IL3764933	ENSG00000108423	17
KPNB1_IL3724782	ENSG00000108424	17
GOSR2_IL3724360	ENSG00000108433	17
PNPO_IL3724969	ENSG00000108439	17
RPS6KB1_IL3729294	ENSG00000108443	17
TRIM16L_IL3746845	ENSG00000108448	17
CDK5RAP3_IL3724989	ENSG00000108465	17
CBX1_IL3761127	ENSG00000108468	17
RECQL5_IL3770857	ENSG00000108469	17
PIGL_IL3711986	ENSG00000108474	17
GALK1_IL3770923	ENSG00000108479	17
INTS2_IL3765642	ENSG00000108506	17
CAMTA2_IL3742460	ENSG00000108509	17
MED13_IL3765689	ENSG00000108510	17
ENO3_IL3707383	ENSG00000108515	17
SLC25A11_IL3742384	ENSG00000108523	17
RASD1_IL3747792	ENSG00000108551	17
CHRNE_IL3742351	ENSG00000108556	17
RAI1_IL3712675	ENSG00000108557	17
C1QBP_IL3742708	ENSG00000108561	17
SLC6A4_IL3751794	ENSG00000108576	17
BLMH_IL3751830	ENSG00000108578	17
CPD_IL3716411	ENSG00000108582	17
GOSR1_IL3716481	ENSG00000108587	17
CCDC47_IL3766334	ENSG00000108588	17
TXNDC17_IL3707990	ENSG00000108590	17
DRG2_IL3712949	ENSG00000108591	17
FTSJ3_IL3766373	ENSG00000108592	17
AKAP10_IL3749086	ENSG00000108599	17
SMARCD2_IL3766415	ENSG00000108604	17
SYNGR2_IL3736232	ENSG00000108639	17
B9D1_IL3748767	ENSG00000108641	17
UTP6_IL3752437	ENSG00000108651	17
DDX5_IL3766893	ENSG00000108654	17
C17orf75_IL3752611	ENSG00000108666	17
CYTH1_IL3772525	ENSG00000108669	17
PSMD11_IL3717737	ENSG00000108671	17
LGALS3BP_IL3772719	ENSG00000108679	17
CCL2_IL7385547	ENSG00000108691	17
CCL8_IL3718191	ENSG00000108700	17
PEX12_IL3753690	ENSG00000108733	17
DHX58_IL3757602	ENSG00000108771	17
KAT2A_IL3757630	ENSG00000108773	17
RAB5C_IL3757664	ENSG00000108774	17
NAGLU_IL3721795	ENSG00000108784	17
HSD17B1_IL3721815	ENSG00000108785	17
MLX_IL3721886	ENSG00000108788	17
CNTNAP1_IL3721989	ENSG00000108797	17
ABI3_IL3725602	ENSG00000108798	17
EZH1_IL3758078	ENSG00000108799	17
DLX4_IL3726114	ENSG00000108813	17
PPP1R9B_IL3762149	ENSG00000108819	17
COL1A1_IL3762198	ENSG00000108821	17
SGCA_IL3726252	ENSG00000108823	17
MRPL27_IL3762339	ENSG00000108826	17
VAT1_IL3758291	ENSG00000108828	17
LRRC59_IL3762355	ENSG00000108829	17
RND2_IL3722355	ENSG00000108830	17
ALOX12_IL3708160	ENSG00000108839	17
HDAC5_IL3758845	ENSG00000108840	17
ABCC3_IL3726691	ENSG00000108846	17
LUC7L3_IL3726772	ENSG00000108848	17
CD300LG_IL3722656	ENSG00000108852	17
SMURF2_IL3766960	ENSG00000108854	17
DUSP3_IL3758615	ENSG00000108861	17
EFTUD2_IL3759356	ENSG00000108883	17
HLF_IL3727583	ENSG00000108924	17
SLC16A6_IL3768412	ENSG00000108932	17
PRKAR1A_IL3732885	ENSG00000108946	17
FAM20A_IL3768535	ENSG00000108950	17
YWHAE_IL3740126	ENSG00000108953	17
MMD_IL3763270	ENSG00000108960	17
RANGRF_IL3709590	ENSG00000108961	17
DPH1_IL3706071	ENSG00000108963	17
MAP2K6_IL3733065	ENSG00000108984	17
DHRS7B_IL3714659	ENSG00000109016	17
WSB1_IL3715109	ENSG00000109046	17
RCVRN_IL3744958	ENSG00000109047	17
SLC9A3R1_IL3734453	ENSG00000109062	17
MYH3_IL3745429	ENSG00000109063	17
NAT9_IL3770390	ENSG00000109065	17
TMEM104_IL3734479	ENSG00000109066	17
VTN_IL3750662	ENSG00000109072	17
TNFAIP1_IL3715512	ENSG00000109079	17
IFT20_IL3750595	ENSG00000109083	17
TMEM97_IL3715489	ENSG00000109084	17
CDR2L_IL3734560	ENSG00000109089	17
PMP22_IL3746574	ENSG00000109099	17
UNC119_IL3750723	ENSG00000109103	17
ALDOC_IL3750767	ENSG00000109107	17
SUPT6H_IL3715703	ENSG00000109111	17
RAB34_IL3751002	ENSG00000109113	17
PHF12_IL3751184	ENSG00000109118	17
DCAF4L1_IL2725332	ENSG00000109133	4
SLAIN2_IL2726323	ENSG00000109171	4
OCIAD1_IL2726483	ENSG00000109180	4
DCUN1D4_IL2726828	ENSG00000109184	4
USP46_IL2769063	ENSG00000109189	4
CHIC2_IL2769539	ENSG00000109220	4
DAPP1_IL2737318	ENSG00000109270	4
PF4_IL2773348	ENSG00000109272	4
NFKB1_IL2737717	ENSG00000109320	4
MANBA_IL2779897	ENSG00000109323	4
UBE2D3_IL2779992	ENSG00000109332	4
ELF2_IL2786462	ENSG00000109381	4
NDUFC1_IL2786578	ENSG00000109390	4
ZNF330_IL2745220	ENSG00000109445	4
INPP4B_IL2787459	ENSG00000109452	4
GAB1_IL2745547	ENSG00000109458	4
KLHL2_IL2750527	ENSG00000109466	4
WFS1_IL2716953	ENSG00000109501	4
GRPEL1_IL2759404	ENSG00000109519	4
GAR1_IL2739242	ENSG00000109534	4
FRG1_IL2756029	ENSG00000109536	4
CLCN3_IL2751385	ENSG00000109572	4
GALNT7_IL2751936	ENSG00000109586	4
DHX15_IL2763805	ENSG00000109606	4
SEPSECS_IL2764054	ENSG00000109618	4
TRIM2_IL2748061	ENSG00000109654	4
FBXW7_IL2789957	ENSG00000109670	4
NEIL3_IL2752725	ENSG00000109674	4
TBC1D19_IL2722291	ENSG00000109680	4
CLNK_IL2760632	ENSG00000109684	4
WHSC1_IL2715076	ENSG00000109685	4
STIM2_IL2722377	ENSG00000109689	4
MFSD10_IL2758043	ENSG00000109736	4
BST1_IL2719617	ENSG00000109743	4
RAPGEF2_IL2749699	ENSG00000109756	4
LRP2BP_IL2796847	ENSG00000109762	4
KLF3_IL2723997	ENSG00000109787	4
KLHL5_IL2724154	ENSG00000109790	4
UGDH_IL2766456	ENSG00000109814	4
PPARGC1A_IL2763550	ENSG00000109819	4
HTATIP2_IL3323413	ENSG00000109854	11
CTSC_IL3385769	ENSG00000109861	11
CCDC34_IL3367036	ENSG00000109881	11
ZBTB16_IL3349719	ENSG00000109906	11
MTCH2_IL3372368	ENSG00000109919	11
FNBP4_IL3372459	ENSG00000109920	11
TECTA_IL3352847	ENSG00000109927	11
CRTAM_IL3353417	ENSG00000109943	11
C11orf63_IL3353441	ENSG00000109944	11
B3GAT1_IL3399678	ENSG00000109956	11
HSPA8_IL3395416	ENSG00000109971	11
VWA5A_IL3353914	ENSG00000110002	11
DNAJC4_IL3334304	ENSG00000110011	11
SIAE_IL3396003	ENSG00000110013	11
ARL2_IL3334783	ENSG00000110025	11
LPXN_IL3374402	ENSG00000110031	11
EHD1_IL3377226	ENSG00000110047	11
OSBP_IL3374698	ENSG00000110048	11
UNC93B1_IL3379269	ENSG00000110057	11
PUS3_IL3396736	ENSG00000110060	11
DCPS_IL3355114	ENSG00000110063	11
SUV420H1_IL3379390	ENSG00000110066	11
FOXRED1_IL3355056	ENSG00000110074	11
PPP6R3_IL3337618	ENSG00000110075	11
NRXN2_IL3376914	ENSG00000110076	11
MS4A6A_IL3374934	ENSG00000110077	11
MS4A4A_IL3332298	ENSG00000110079	11
ST3GAL4_IL3355145	ENSG00000110080	11
CPT1A_IL3379644	ENSG00000110090	11
CCND1_IL3338192	ENSG00000110092	11
CCDC86_IL3332548	ENSG00000110104	11
PRPF19_IL3375049	ENSG00000110107	11
TMEM109_IL3332615	ENSG00000110108	11
HPX_IL3360874	ENSG00000110169	11
TRIM3_IL3360901	ENSG00000110171	11
CHORDC1_IL3386217	ENSG00000110172	11
FOLR3_IL3339346	ENSG00000110203	11
PANX1_IL3344990	ENSG00000110218	11
ARHGEF17_IL3339812	ENSG00000110237	11
CEP164_IL3350908	ENSG00000110274	11
RNF141_IL3362795	ENSG00000110315	11
EIF4G2_IL3362719	ENSG00000110321	11
IL10RA_IL3351166	ENSG00000110324	11
BIRC2_IL3346584	ENSG00000110330	11
UBE4A_IL3351315	ENSG00000110344	11
DDX6_IL3393946	ENSG00000110367	11
CBL_IL3352070	ENSG00000110395	11
PVRL1_IL3394488	ENSG00000110400	11
HIPK3_IL3325907	ENSG00000110422	11
FBXO3_IL3368748	ENSG00000110429	11
PDHX_IL3326540	ENSG00000110435	11
COMMD9_IL3369762	ENSG00000110442	11
SLC15A3_IL3375091	ENSG00000110446	11
CD5_IL3332729	ENSG00000110448	11
MDK_IL3329343	ENSG00000110492	11
AMBRA1_IL3371544	ENSG00000110497	11
MADD_IL3329724	ENSG00000110514	11
PTPMT1_IL3329886	ENSG00000110536	11
NAA40_IL3334087	ENSG00000110583	11
CARS_IL3359529	ENSG00000110619	11
SLC22A18_IL3317517	ENSG00000110628	11
CD81_IL3317309	ENSG00000110651	11
SLC35F2_IL3389976	ENSG00000110660	11
C11orf21_IL3359230	ENSG00000110665	11
SOX6_IL3364306	ENSG00000110693	11
C11orf58_IL3322048	ENSG00000110696	11
PITPNM1_IL3378895	ENSG00000110697	11
RPS13_IL2413008	ENSG00000110700	11
AIP_IL3337137	ENSG00000110711	11
NUP98_IL3359910	ENSG00000110713	11
NDUFS8_IL3337360	ENSG00000110717	11
TCIRG1_IL3337390	ENSG00000110719	11
CHKA_IL3379326	ENSG00000110721	11
EXPH5_IL3390195	ENSG00000110723	11
HPS5_IL3365360	ENSG00000110756	11
GTF2H1_IL3322717	ENSG00000110768	11
POU2AF1_IL3390860	ENSG00000110777	11
VWF_IL3441685	ENSG00000110799	12
PSMD9_IL3435050	ENSG00000110801	12
LEPREL2_IL3402836	ENSG00000110811	12
PPFIBP1_IL3409211	ENSG00000110841	12
PRPF40B_IL3414104	ENSG00000110844	12
CD69_IL3443868	ENSG00000110848	12
PRDM4_IL3470037	ENSG00000110851	12
CLEC2B_IL3443891	ENSG00000110852	12
SELPLG_IL3470523	ENSG00000110876	12
CORO1C_IL3470549	ENSG00000110880	12
CAPRIN2_IL3449368	ENSG00000110888	12
KCTD10_IL3470793	ENSG00000110906	12
SLC11A2_IL3454576	ENSG00000110911	12
MLEC_IL3434525	ENSG00000110917	12
MVK_IL3431220	ENSG00000110921	12
CSRNP2_IL3454662	ENSG00000110925	12
CAMKK2_IL3474885	ENSG00000110931	12
BIN2_IL3454841	ENSG00000110934	12
IL23A_IL3417557	ENSG00000110944	12
ATP5B_IL3458033	ENSG00000110955	12
RSRC2_IL3475717	ENSG00000111011	12
CYP27B1_IL3458819	ENSG00000111012	12
LIN7A_IL3463727	ENSG00000111052	12
ACSS3_IL3424218	ENSG00000111058	12
GLI1_IL3418120	ENSG00000111087	12
PPM1H_IL3459604	ENSG00000111110	12
USP44_IL3466499	ENSG00000111142	12
LTA4H_IL3466740	ENSG00000111144	12
SLC6A12_IL3439510	ENSG00000111181	12
WNT5B_IL3400586	ENSG00000111186	12
MAGOHB_IL3444195	ENSG00000111196	12
TRPV4_IL3470927	ENSG00000111199	12
NRIP2_IL3440568	ENSG00000111203	12
FOXM1_IL3440598	ENSG00000111206	12
PRR4_IL3444336	ENSG00000111215	12
PARP11_IL3441011	ENSG00000111224	12
GPN3_IL3471224	ENSG00000111231	12
VPS29_IL3471264	ENSG00000111237	12
RAD51AP1_IL3401804	ENSG00000111247	12
SH2B3_IL3431892	ENSG00000111252	12
AKAP3_IL3441280	ENSG00000111254	12
MANSC1_IL3444906	ENSG00000111261	12
DUSP16_IL3444958	ENSG00000111266	12
CREBL2_IL3405396	ENSG00000111269	12
ACAD10_IL3432030	ENSG00000111271	12
ALDH2_IL3432090	ENSG00000111275	12
CDKN1B_IL3405440	ENSG00000111276	12
GPRC5D_IL3445108	ENSG00000111291	12
NAA25_IL3471819	ENSG00000111300	12
SCNN1A_IL3441885	ENSG00000111319	12
LTBR_IL3402444	ENSG00000111321	12
OGFOD2_IL3435653	ENSG00000111325	12
CDK2AP1_IL3476097	ENSG00000111328	12
OAS3_IL3432467	ENSG00000111331	12
OAS2_IL3432514	ENSG00000111335	12
MGP_IL3445741	ENSG00000111341	12
RASAL1_IL3472183	ENSG00000111344	12
ARHGDIB_IL3445786	ENSG00000111348	12
GTF2H3_IL3435946	ENSG00000111358	12
EIF2B1_IL3476265	ENSG00000111361	12
DDX55_IL3435902	ENSG00000111364	12
SLC38A1_IL3452231	ENSG00000111371	12
ENDOU_IL3452664	ENSG00000111405	12
C12orf49_IL3473331	ENSG00000111412	12
RFC5_IL3433747	ENSG00000111445	12
STX2_IL3478457	ENSG00000111450	12
GPR133_IL3438061	ENSG00000111452	12
COPZ1_IL3416522	ENSG00000111481	12
CAND1_IL3420713	ENSG00000111530	12
IFNG_IL3461105	ENSG00000111537	12
RAB5B_IL3417161	ENSG00000111540	12
MDM1_IL3461164	ENSG00000111554	12
NUP107_IL3421177	ENSG00000111581	12
CNOT2_IL3421897	ENSG00000111596	12
TIMELESS_IL3457824	ENSG00000111602	12
CPSF6_IL3421446	ENSG00000111605	12
KRR1_IL3462693	ENSG00000111615	12
MRPL51_IL3441955	ENSG00000111639	12
NOP2_IL3442024	ENSG00000111641	12
CHD4_IL3442054	ENSG00000111642	12
ACRBP_IL3442150	ENSG00000111644	12
UHRF1BP1L_IL3467637	ENSG00000111647	12
COPS7A_IL3402697	ENSG00000111652	12
ING4_IL3442176	ENSG00000111653	12
GNB3_IL3402874	ENSG00000111664	12
CDCA3_IL3442322	ENSG00000111665	12
CHPT1_IL3428671	ENSG00000111666	12
USP5_IL3402899	ENSG00000111667	12
GNPTAB_IL3468103	ENSG00000111670	12
SPSB2_IL3442345	ENSG00000111671	12
ENO2_IL3403015	ENSG00000111674	12
ATN1_IL3403045	ENSG00000111676	12
C12orf57_IL3403077	ENSG00000111678	12
PTPN6_IL3403092	ENSG00000111679	12
LPCAT3_IL3442427	ENSG00000111684	12
NT5DC3_IL3468743	ENSG00000111696	12
SUDS3_IL3433843	ENSG00000111707	12
GOLT1B_IL3407824	ENSG00000111711	12
LDHB_IL3446868	ENSG00000111716	12
PRKAB1_IL3434142	ENSG00000111725	12
CMAS_IL3407926	ENSG00000111726	12
HCFC2_IL3429406	ENSG00000111727	12
ST8SIA1_IL3447022	ENSG00000111728	12
CLEC4A_IL3403595	ENSG00000111729	12
AICDA_IL3443206	ENSG00000111732	12
RAB35_IL3474228	ENSG00000111737	12
PHC1_IL3403981	ENSG00000111752	12
RIC8B_IL3430331	ENSG00000111785	12
GATC_IL3434374	ENSG00000111786	12
FGFR1OP2_IL3408966	ENSG00000111790	12
KLRB1_IL3443804	ENSG00000111796	12
BTN3A3_IL2899413	ENSG00000111801	6
TDP2_IL2945645	ENSG00000111802	6
DSE_IL2922631	ENSG00000111817	6
RWDD1_IL2922756	ENSG00000111832	6
MAK_IL2941632	ENSG00000111837	6
TMEM14C_IL2894689	ENSG00000111843	6
PAK1IP1_IL2894663	ENSG00000111845	6
GCNT2_IL2894573	ENSG00000111846	6
NEDD9_IL2941784	ENSG00000111859	6
ASF1A_IL2923359	ENSG00000111875	6
MCM9_IL2971692	ENSG00000111877	6
FAM184A_IL2971724	ENSG00000111879	6
RNGTT_IL2963929	ENSG00000111880	6
MAN1A1_IL2971801	ENSG00000111885	6
GABRR2_IL2964139	ENSG00000111886	6
SERINC1_IL2972310	ENSG00000111897	6
HDDC2_IL2972759	ENSG00000111906	6
TPD52L1_IL2924330	ENSG00000111907	6
HINT3_IL2924604	ENSG00000111911	6
NCOA7_IL2924514	ENSG00000111912	6
FAM65B_IL2945741	ENSG00000111913	6
SASH1_IL2930243	ENSG00000111961	6
UST_IL2930418	ENSG00000111962	6
FBXO5_IL2980241	ENSG00000112029	6
MTRF1L_IL2980258	ENSG00000112031	6
PPARD_IL2904597	ENSG00000112033	6
FANCE_IL2904663	ENSG00000112039	6
SLC26A8_IL2951730	ENSG00000112053	6
MAPK14_IL2904877	ENSG00000112062	6
RHAG_IL2956502	ENSG00000112077	6
KCTD20_IL2905069	ENSG00000112078	6
STK38_IL2951916	ENSG00000112079	6
SRSF3_IL2905118	ENSG00000112081	6
SOD2_IL2982319	ENSG00000112096	6
MCM3_IL2957126	ENSG00000112118	6
RNF8_IL2905469	ENSG00000112130	6
TBC1D7_IL2942306	ENSG00000112137	6
MDGA1_IL2952323	ENSG00000112139	6
ICK_IL2957499	ENSG00000112144	6
FBXO9_IL2910477	ENSG00000112146	6
CD83_IL2895841	ENSG00000112149	6
MDN1_IL2964350	ENSG00000112159	6
GLP1R_IL2906105	ENSG00000112164	6
BACH2_IL2964553	ENSG00000112182	6
TREML2_IL2953536	ENSG00000112195	6
ZNF451_IL2911303	ENSG00000112200	6
BAG2_IL2911372	ENSG00000112208	6
RAB23_IL2958670	ENSG00000112210	6
KHDRBS2_IL2959039	ENSG00000112232	6
FBXL4_IL2966078	ENSG00000112234	6
CCNC_IL2966371	ENSG00000112237	6
E2F3_IL2897576	ENSG00000112242	6
PTP4A1_IL2911903	ENSG00000112245	6
ASCC3_IL2966636	ENSG00000112249	6
MED23_IL2974188	ENSG00000112282	6
WASF1_IL2969289	ENSG00000112290	6
ALDH5A1_IL2898499	ENSG00000112294	6
VNN1_IL2974592	ENSG00000112299	6
ACOT13_IL2898562	ENSG00000112304	6
C6orf62_IL2945677	ENSG00000112308	6
SMAP1_IL2912889	ENSG00000112309	6
GMNN_IL2898597	ENSG00000112312	6
SOBP_IL2920085	ENSG00000112320	6
SNX3_IL2968232	ENSG00000112335	6
HBS1L_IL2975287	ENSG00000112339	6
TRIM38_IL2899022	ENSG00000112343	6
PEX7_IL2927255	ENSG00000112357	6
FIG4_IL2920962	ENSG00000112367	6
